run_id,commit_sha,partition,scene_id,fault_id,fault_family,method,seed,expected_rules,observed_rules,true_positive,false_positive,false_negative,detected,valid_repair,incorrect_repair,escalated,validation_ms,repair_ms
B-CPU-DETREp-0001,fb93389,development,sequential_assembly,missing_workzone_payload,composition,fixed-rule-repair,0,CSR-SCN-005|CSR-SCN-029,CSR-SCN-005|CSR-SCN-029,2,0,0,1,1,0,0,0.051704,0.268451
B-CPU-DETREp-0001,fb93389,development,sequential_assembly,missing_workzone_payload,composition,ablation-no-provenance,0,CSR-SCN-005|CSR-SCN-029,CSR-SCN-005|CSR-SCN-029,2,0,0,1,1,0,0,0.044131,0.240146
B-CPU-DETREp-0001,fb93389,development,sequential_assembly,missing_workzone_payload,composition,ablation-no-task-validator,0,CSR-SCN-005|CSR-SCN-029,CSR-SCN-005|CSR-SCN-029,2,0,0,1,1,0,0,0.04909,0.267774
B-CPU-DETREp-0001,fb93389,development,sequential_assembly,missing_workzone_payload,composition,ablation-fixed-repair-order,0,CSR-SCN-005|CSR-SCN-029,CSR-SCN-005|CSR-SCN-029,2,0,0,1,1,0,0,0.053346,0.285991
B-CPU-DETREp-0001,fb93389,development,sequential_assembly,missing_target_component,task,direct-conversion,0,CSR-SCN-008|CSR-SCN-028,,0,0,2,0,0,0,0,0.001156,0.0
B-CPU-DETREp-0001,fb93389,development,sequential_assembly,missing_target_component,task,fixed-rule-repair,0,CSR-SCN-008|CSR-SCN-028,CSR-SCN-008|CSR-SCN-028,2,0,0,1,1,0,0,0.052929,0.279698
B-CPU-DETREp-0001,fb93389,development,sequential_assembly,missing_target_component,task,ablation-no-provenance,0,CSR-SCN-008|CSR-SCN-028,CSR-SCN-008|CSR-SCN-028,2,0,0,1,1,0,0,0.03971,0.241215
B-CPU-DETREp-0001,fb93389,development,sequential_assembly,missing_target_component,task,ablation-no-task-validator,0,CSR-SCN-008|CSR-SCN-028,CSR-SCN-028,1,0,1,0,1,0,0,0.046763,0.253159
B-CPU-DETREp-0001,fb93389,development,sequential_assembly,missing_target_component,task,ablation-fixed-repair-order,0,CSR-SCN-008|CSR-SCN-028,CSR-SCN-008|CSR-SCN-028,2,0,0,1,1,0,0,0.052865,0.279501
B-CPU-DETREp-0001,fb93389,development,sequential_assembly,missing_task_preconditions,task,direct-conversion,0,CSR-SCN-009,,0,0,1,0,0,0,0,0.001156,0.0
B-CPU-DETREp-0001,fb93389,development,sequential_assembly,missing_task_preconditions,task,fixed-rule-repair,0,CSR-SCN-009,CSR-SCN-009,1,0,0,1,1,0,0,0.051591,0.247816
B-CPU-DETREp-0001,fb93389,development,sequential_assembly,missing_task_preconditions,task,ablation-no-provenance,0,CSR-SCN-009,CSR-SCN-009,1,0,0,1,1,0,0,0.037387,0.225747
B-CPU-DETREp-0001,fb93389,development,sequential_assembly,missing_task_preconditions,task,ablation-no-task-validator,0,CSR-SCN-009,,0,0,1,0,0,1,0,0.045261,0.231178
B-CPU-DETREp-0001,fb93389,development,sequential_assembly,missing_task_preconditions,task,ablation-fixed-repair-order,0,CSR-SCN-009,CSR-SCN-009,1,0,0,1,1,0,0,0.05055,0.268888
B-CPU-DETREp-0001,fb93389,development,sequential_assembly,missing_interface,interface,direct-conversion,0,CSR-SCN-012,,0,0,1,0,0,0,0,0.001097,0.0
B-CPU-DETREp-0001,fb93389,development,sequential_assembly,missing_interface,interface,fixed-rule-repair,0,CSR-SCN-012,CSR-SCN-012,1,0,0,1,1,0,0,0.050838,0.24547
B-CPU-DETREp-0001,fb93389,development,sequential_assembly,missing_interface,interface,ablation-no-provenance,0,CSR-SCN-012,CSR-SCN-012,1,0,0,1,1,0,0,0.036793,0.232538
B-CPU-DETREp-0001,fb93389,development,sequential_assembly,missing_interface,interface,ablation-no-task-validator,0,CSR-SCN-012,CSR-SCN-012,1,0,0,1,1,0,0,0.04642,0.24784
B-CPU-DETREp-0001,fb93389,development,sequential_assembly,missing_interface,interface,ablation-fixed-repair-order,0,CSR-SCN-012,CSR-SCN-012,1,0,0,1,1,0,0,0.049377,0.258122
B-CPU-DETREp-0001,fb93389,development,sequential_assembly,missing_mass_provenance,provenance,direct-conversion,0,CSR-SCN-015,,0,0,1,0,0,0,0,0.001066,0.0
B-CPU-DETREp-0001,fb93389,development,sequential_assembly,missing_mass_provenance,provenance,fixed-rule-repair,0,CSR-SCN-015,CSR-SCN-015,1,0,0,1,1,0,0,0.044248,0.265358
B-CPU-DETREp-0001,fb93389,development,sequential_assembly,missing_mass_provenance,provenance,ablation-no-provenance,0,CSR-SCN-015,,0,0,1,0,0,1,0,0.035675,0.165463
B-CPU-DETREp-0001,fb93389,development,sequential_assembly,missing_mass_provenance,provenance,ablation-no-task-validator,0,CSR-SCN-015,CSR-SCN-015,1,0,0,1,1,0,0,0.041484,0.245498
B-CPU-DETREp-0001,fb93389,development,sequential_assembly,missing_mass_provenance,provenance,ablation-fixed-repair-order,0,CSR-SCN-015,CSR-SCN-015,1,0,0,1,1,0,0,0.046582,0.262852
B-CPU-DETREp-0001,fb93389,development,sequential_assembly,missing_tool_binding,tool,direct-conversion,0,CSR-SCN-024,,0,0,1,0,0,0,0,0.001234,0.0
B-CPU-DETREp-0001,fb93389,development,sequential_assembly,missing_tool_binding,tool,fixed-rule-repair,0,CSR-SCN-024,CSR-SCN-024,1,0,0,1,1,0,0,0.051172,0.261636
B-CPU-DETREp-0001,fb93389,development,sequential_assembly,missing_tool_binding,tool,ablation-no-provenance,0,CSR-SCN-024,CSR-SCN-024,1,0,0,1,1,0,0,0.042748,0.24528
B-CPU-DETREp-0001,fb93389,development,sequential_assembly,missing_tool_binding,tool,ablation-no-task-validator,0,CSR-SCN-024,CSR-SCN-024,1,0,0,1,1,0,0,0.049932,0.256872
B-CPU-DETREp-0001,fb93389,development,sequential_assembly,missing_tool_binding,tool,ablation-fixed-repair-order,0,CSR-SCN-024,CSR-SCN-024,1,0,0,1,1,0,0,0.052549,0.269478
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,duplicate_ifc_guid,identity,direct-conversion,0,CSR-SCN-004,,0,0,1,0,0,0,0,0.001163,0.0
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,duplicate_ifc_guid,identity,fixed-rule-repair,0,CSR-SCN-004,CSR-SCN-004,1,0,0,1,1,0,0,0.050938,0.255887
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,duplicate_ifc_guid,identity,ablation-no-provenance,0,CSR-SCN-004,CSR-SCN-004,1,0,0,1,1,0,0,0.040771,0.219448
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,duplicate_ifc_guid,identity,ablation-no-task-validator,0,CSR-SCN-004,CSR-SCN-004,1,0,0,1,1,0,0,0.048646,0.242467
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,duplicate_ifc_guid,identity,ablation-fixed-repair-order,0,CSR-SCN-004,CSR-SCN-004,1,0,0,1,1,0,0,0.04813,0.238022
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,wrong_interaction_lod,composition,direct-conversion,0,CSR-SCN-006,,0,0,1,0,0,0,0,0.001046,0.0
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,wrong_interaction_lod,composition,fixed-rule-repair,0,CSR-SCN-006,CSR-SCN-006,1,0,0,1,1,0,0,0.048615,0.244019
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,wrong_interaction_lod,composition,ablation-no-provenance,0,CSR-SCN-006,CSR-SCN-006,1,0,0,1,1,0,0,0.035879,0.216062
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,wrong_interaction_lod,composition,ablation-no-task-validator,0,CSR-SCN-006,CSR-SCN-006,1,0,0,1,1,0,0,0.043653,0.237304
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,wrong_interaction_lod,composition,ablation-fixed-repair-order,0,CSR-SCN-006,CSR-SCN-006,1,0,0,1,1,0,0,0.046979,0.232931
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_robot_actor,task,direct-conversion,0,CSR-SCN-007|CSR-SCN-011,,0,0,2,0,0,0,0,0.001114,0.0
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_robot_actor,task,fixed-rule-repair,0,CSR-SCN-007|CSR-SCN-011,CSR-SCN-007|CSR-SCN-011,2,0,0,1,1,0,0,0.053922,0.271039
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_robot_actor,task,ablation-no-provenance,0,CSR-SCN-007|CSR-SCN-011,CSR-SCN-007|CSR-SCN-011,2,0,0,1,1,0,0,0.03974,0.241921
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_robot_actor,task,ablation-no-task-validator,0,CSR-SCN-007|CSR-SCN-011,,0,0,2,0,0,1,0,0.044064,0.217024
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_robot_actor,task,ablation-fixed-repair-order,0,CSR-SCN-007|CSR-SCN-011,CSR-SCN-007|CSR-SCN-011,2,0,0,1,1,0,0,0.049312,0.254804
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_success_criteria,task,direct-conversion,0,CSR-SCN-010,,0,0,1,0,0,0,0,0.001098,0.0
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_success_criteria,task,fixed-rule-repair,0,CSR-SCN-010,CSR-SCN-010,1,0,0,1,1,0,0,0.046631,0.239543
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_success_criteria,task,ablation-no-provenance,0,CSR-SCN-010,CSR-SCN-010,1,0,0,1,1,0,0,0.034435,0.215779
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_success_criteria,task,ablation-no-task-validator,0,CSR-SCN-010,,0,0,1,0,0,1,0,0.042967,0.225127
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_success_criteria,task,ablation-fixed-repair-order,0,CSR-SCN-010,CSR-SCN-010,1,0,0,1,1,0,0,0.046614,0.243617
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_robot_capability,embodiment,direct-conversion,0,CSR-SCN-011,,0,0,1,0,0,0,0,0.001011,0.0
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_robot_capability,embodiment,fixed-rule-repair,0,CSR-SCN-011,CSR-SCN-011,1,0,0,1,1,0,0,0.048694,0.252024
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_robot_capability,embodiment,ablation-no-provenance,0,CSR-SCN-011,CSR-SCN-011,1,0,0,1,1,0,0,0.035079,0.215782
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_robot_capability,embodiment,ablation-no-task-validator,0,CSR-SCN-011,,0,0,1,0,0,1,0,0.042381,0.220424
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_robot_capability,embodiment,ablation-fixed-repair-order,0,CSR-SCN-011,CSR-SCN-011,1,0,0,1,1,0,0,0.050547,0.249676
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_interface_axis,interface,direct-conversion,0,CSR-SCN-013,,0,0,1,0,0,0,0,0.001068,0.0
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_interface_axis,interface,fixed-rule-repair,0,CSR-SCN-013,CSR-SCN-013,1,0,0,1,1,0,0,0.046158,0.242539
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_interface_axis,interface,ablation-no-provenance,0,CSR-SCN-013,CSR-SCN-013,1,0,0,1,1,0,0,0.033145,0.219153
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_interface_axis,interface,ablation-no-task-validator,0,CSR-SCN-013,CSR-SCN-013,1,0,0,1,1,0,0,0.047499,0.24454
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_interface_axis,interface,ablation-fixed-repair-order,0,CSR-SCN-013,CSR-SCN-013,1,0,0,1,1,0,0,0.047037,0.251656
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_tolerance,interface,direct-conversion,0,CSR-SCN-014,,0,0,1,0,0,0,0,0.001158,0.0
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_tolerance,interface,fixed-rule-repair,0,CSR-SCN-014,CSR-SCN-014,1,0,0,1,1,0,0,0.04834,0.255138
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_tolerance,interface,ablation-no-provenance,0,CSR-SCN-014,CSR-SCN-014,1,0,0,1,1,0,0,0.037808,0.23496
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_tolerance,interface,ablation-no-task-validator,0,CSR-SCN-014,CSR-SCN-014,1,0,0,1,1,0,0,0.04832,0.24874
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_tolerance,interface,ablation-fixed-repair-order,0,CSR-SCN-014,CSR-SCN-014,1,0,0,1,1,0,0,0.050298,0.250281
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,invalid_provenance_confidence,provenance,direct-conversion,0,CSR-SCN-016,,0,0,1,0,0,0,0,0.00127,0.0
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,invalid_provenance_confidence,provenance,fixed-rule-repair,0,CSR-SCN-016,CSR-SCN-016,1,0,0,1,1,0,0,0.049923,0.259208
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,invalid_provenance_confidence,provenance,ablation-no-provenance,0,CSR-SCN-016,,0,0,1,0,0,1,0,0.034877,0.199143
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,invalid_provenance_confidence,provenance,ablation-no-task-validator,0,CSR-SCN-016,CSR-SCN-016,1,0,0,1,1,0,0,0.046996,0.245399
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,invalid_provenance_confidence,provenance,ablation-fixed-repair-order,0,CSR-SCN-016,CSR-SCN-016,1,0,0,1,1,0,0,0.049681,0.252208
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,nonpositive_mass,physics,direct-conversion,0,CSR-SCN-017,,0,0,1,0,0,0,0,0.001135,0.0
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,nonpositive_mass,physics,fixed-rule-repair,0,CSR-SCN-017,CSR-SCN-017,1,0,0,1,1,0,0,0.047221,0.24193
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,nonpositive_mass,physics,ablation-no-provenance,0,CSR-SCN-017,CSR-SCN-017,1,0,0,1,1,0,0,0.035811,0.213562
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,nonpositive_mass,physics,ablation-no-task-validator,0,CSR-SCN-017,CSR-SCN-017,1,0,0,1,1,0,0,0.04646,0.230492
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,nonpositive_mass,physics,ablation-fixed-repair-order,0,CSR-SCN-017,CSR-SCN-017,1,0,0,1,1,0,0,0.048034,0.23842
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,nonunit_interface_axis,interface,direct-conversion,0,CSR-SCN-018,,0,0,1,0,0,0,0,0.001087,0.0
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,nonunit_interface_axis,interface,fixed-rule-repair,0,CSR-SCN-018,CSR-SCN-018,1,0,0,1,1,0,0,0.049054,0.249668
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,nonunit_interface_axis,interface,ablation-no-provenance,0,CSR-SCN-018,CSR-SCN-018,1,0,0,1,1,0,0,0.036321,0.230445
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,nonunit_interface_axis,interface,ablation-no-task-validator,0,CSR-SCN-018,CSR-SCN-018,1,0,0,1,1,0,0,0.046942,0.250368
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,nonunit_interface_axis,interface,ablation-fixed-repair-order,0,CSR-SCN-018,CSR-SCN-018,1,0,0,1,1,0,0,0.050184,0.249712
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,nonpositive_tolerance,interface,direct-conversion,0,CSR-SCN-019,,0,0,1,0,0,0,0,0.001055,0.0
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,nonpositive_tolerance,interface,fixed-rule-repair,0,CSR-SCN-019,CSR-SCN-019,1,0,0,1,1,0,0,0.04837,0.246988
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,nonpositive_tolerance,interface,ablation-no-provenance,0,CSR-SCN-019,CSR-SCN-019,1,0,0,1,1,0,0,0.034585,0.218655
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,nonpositive_tolerance,interface,ablation-no-task-validator,0,CSR-SCN-019,CSR-SCN-019,1,0,0,1,1,0,0,0.047421,0.231875
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,nonpositive_tolerance,interface,ablation-fixed-repair-order,0,CSR-SCN-019,CSR-SCN-019,1,0,0,1,1,0,0,0.047135,0.237053
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_mate_component,interface,direct-conversion,0,CSR-SCN-020|CSR-SCN-027,,0,0,2,0,0,0,0,0.001099,0.0
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_mate_component,interface,fixed-rule-repair,0,CSR-SCN-020|CSR-SCN-027,CSR-SCN-020|CSR-SCN-027,2,0,0,1,1,0,0,0.050178,0.261732
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_mate_component,interface,ablation-no-provenance,0,CSR-SCN-020|CSR-SCN-027,CSR-SCN-020|CSR-SCN-027,2,0,0,1,1,0,0,0.036354,0.224881
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_mate_component,interface,ablation-no-task-validator,0,CSR-SCN-020|CSR-SCN-027,CSR-SCN-020|CSR-SCN-027,2,0,0,1,1,0,0,0.045202,0.244553
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_mate_component,interface,ablation-fixed-repair-order,0,CSR-SCN-020|CSR-SCN-027,CSR-SCN-020|CSR-SCN-027,2,0,0,1,1,0,0,0.048501,0.262199
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,invalid_construction_state,state,direct-conversion,0,CSR-SCN-021,,0,0,1,0,0,0,0,0.000998,0.0
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,invalid_construction_state,state,fixed-rule-repair,0,CSR-SCN-021,CSR-SCN-021,1,0,0,1,1,0,0,0.049373,0.238146
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,invalid_construction_state,state,ablation-no-provenance,0,CSR-SCN-021,CSR-SCN-021,1,0,0,1,1,0,0,0.037371,0.21854
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,invalid_construction_state,state,ablation-no-task-validator,0,CSR-SCN-021,CSR-SCN-021,1,0,0,1,1,0,0,0.046259,0.241027
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,invalid_construction_state,state,ablation-fixed-repair-order,0,CSR-SCN-021,CSR-SCN-021,1,0,0,1,1,0,0,0.050429,0.253624
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_component_workzone,composition,direct-conversion,0,CSR-SCN-022,,0,0,1,0,0,0,0,0.001066,0.0
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_component_workzone,composition,fixed-rule-repair,0,CSR-SCN-022,CSR-SCN-022,1,0,0,1,1,0,0,0.051838,0.252991
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_component_workzone,composition,ablation-no-provenance,0,CSR-SCN-022,CSR-SCN-022,1,0,0,1,1,0,0,0.038098,0.225924
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_component_workzone,composition,ablation-no-task-validator,0,CSR-SCN-022,CSR-SCN-022,1,0,0,1,1,0,0,0.048411,0.248816
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_component_workzone,composition,ablation-fixed-repair-order,0,CSR-SCN-022,CSR-SCN-022,1,0,0,1,1,0,0,0.048976,0.253259
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_tool_capability,tool,direct-conversion,0,CSR-SCN-025,,0,0,1,0,0,0,0,0.001079,0.0
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_tool_capability,tool,fixed-rule-repair,0,CSR-SCN-025,CSR-SCN-025,1,0,0,1,1,0,0,0.050781,0.293244
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_tool_capability,tool,ablation-no-provenance,0,CSR-SCN-025,CSR-SCN-025,1,0,0,1,1,0,0,0.037422,0.230578
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_tool_capability,tool,ablation-no-task-validator,0,CSR-SCN-025,CSR-SCN-025,1,0,0,1,1,0,0,0.046584,0.25067
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_tool_capability,tool,ablation-fixed-repair-order,0,CSR-SCN-025,CSR-SCN-025,1,0,0,1,1,0,0,0.051052,0.243877
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_interface_owner,interface,direct-conversion,0,CSR-SCN-026|CSR-SCN-028,,0,0,2,0,0,0,0,0.001124,0.0
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_interface_owner,interface,fixed-rule-repair,0,CSR-SCN-026|CSR-SCN-028,CSR-SCN-026|CSR-SCN-028,2,0,0,1,1,0,0,0.048005,0.257409
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_interface_owner,interface,ablation-no-provenance,0,CSR-SCN-026|CSR-SCN-028,CSR-SCN-026|CSR-SCN-028,2,0,0,1,1,0,0,0.037318,0.235487
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_interface_owner,interface,ablation-no-task-validator,0,CSR-SCN-026|CSR-SCN-028,CSR-SCN-026|CSR-SCN-028,2,0,0,1,1,0,0,0.048602,0.257101
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,missing_interface_owner,interface,ablation-fixed-repair-order,0,CSR-SCN-026|CSR-SCN-028,CSR-SCN-026|CSR-SCN-028,2,0,0,1,1,0,0,0.048914,0.261693
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,dangling_mate_component,interface,direct-conversion,0,CSR-SCN-027,,0,0,1,0,0,0,0,0.001138,0.0
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,dangling_mate_component,interface,fixed-rule-repair,0,CSR-SCN-027,CSR-SCN-027,1,0,0,1,1,0,0,0.047895,0.239802
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,dangling_mate_component,interface,ablation-no-provenance,0,CSR-SCN-027,CSR-SCN-027,1,0,0,1,1,0,0,0.038052,0.223082
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,dangling_mate_component,interface,ablation-no-task-validator,0,CSR-SCN-027,CSR-SCN-027,1,0,0,1,1,0,0,0.046976,0.24386
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,dangling_mate_component,interface,ablation-fixed-repair-order,0,CSR-SCN-027,CSR-SCN-027,1,0,0,1,1,0,0,0.046861,0.239568
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,mismatched_task_interface_target,task,direct-conversion,0,CSR-SCN-028,,0,0,1,0,0,0,0,0.00107,0.0
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,mismatched_task_interface_target,task,fixed-rule-repair,0,CSR-SCN-028,CSR-SCN-028,1,0,0,1,1,0,0,0.048923,0.25229
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,mismatched_task_interface_target,task,ablation-no-provenance,0,CSR-SCN-028,CSR-SCN-028,1,0,0,1,1,0,0,0.034947,0.224953
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,mismatched_task_interface_target,task,ablation-no-task-validator,0,CSR-SCN-028,CSR-SCN-028,1,0,0,1,1,0,0,0.045593,0.241099
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,mismatched_task_interface_target,task,ablation-fixed-repair-order,0,CSR-SCN-028,CSR-SCN-028,1,0,0,1,1,0,0,0.048385,0.245275
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,incomplete_provenance_schema,provenance,direct-conversion,0,CSR-SCN-030,,0,0,1,0,0,0,0,0.000975,0.0
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,incomplete_provenance_schema,provenance,fixed-rule-repair,0,CSR-SCN-030,CSR-SCN-030,1,0,0,1,1,0,0,0.0506,0.257905
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,incomplete_provenance_schema,provenance,ablation-no-provenance,0,CSR-SCN-030,,0,0,1,0,0,1,0,0.034259,0.187018
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,incomplete_provenance_schema,provenance,ablation-no-task-validator,0,CSR-SCN-030,CSR-SCN-030,1,0,0,1,1,0,0,0.046425,0.251314
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,incomplete_provenance_schema,provenance,ablation-fixed-repair-order,0,CSR-SCN-030,CSR-SCN-030,1,0,0,1,1,0,0,0.047833,0.258911
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,compound_frame_and_payload,compound,direct-conversion,0,CSR-SCN-001|CSR-SCN-005|CSR-SCN-029,,0,0,3,0,0,0,0,0.001069,0.0
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,compound_frame_and_payload,compound,fixed-rule-repair,0,CSR-SCN-001|CSR-SCN-005|CSR-SCN-029,CSR-SCN-001|CSR-SCN-005|CSR-SCN-029,3,0,0,1,1,0,0,0.051869,0.270945
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,compound_frame_and_payload,compound,ablation-no-provenance,0,CSR-SCN-001|CSR-SCN-005|CSR-SCN-029,CSR-SCN-001|CSR-SCN-005|CSR-SCN-029,3,0,0,1,1,0,0,0.040753,0.245158
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,compound_frame_and_payload,compound,ablation-no-task-validator,0,CSR-SCN-001|CSR-SCN-005|CSR-SCN-029,CSR-SCN-001|CSR-SCN-005|CSR-SCN-029,3,0,0,1,1,0,0,0.049642,0.268704
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,compound_frame_and_payload,compound,ablation-fixed-repair-order,0,CSR-SCN-001|CSR-SCN-005|CSR-SCN-029,CSR-SCN-001|CSR-SCN-005|CSR-SCN-029,3,0,0,1,1,0,0,0.049632,0.272076
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,compound_task_contract,compound,direct-conversion,0,CSR-SCN-009|CSR-SCN-010,,0,0,2,0,0,0,0,0.001123,0.0
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,compound_task_contract,compound,fixed-rule-repair,0,CSR-SCN-009|CSR-SCN-010,CSR-SCN-009|CSR-SCN-010,2,0,0,1,1,0,0,0.049759,0.269266
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,compound_task_contract,compound,ablation-no-provenance,0,CSR-SCN-009|CSR-SCN-010,CSR-SCN-009|CSR-SCN-010,2,0,0,1,1,0,0,0.038832,0.242279
B-CPU-DETREp-0001,fb93389,test,connection_plate_positioning__v001,compound_task_contract,compound,ablation-no-task-validator,0,CSR-SCN-009|CSR-SCN-010,,0,0,2,0,0,1,0,0.045455,0.227558
